course_code,status,canonical_title,canonical_cus,first_seen,last_seen,edition_count,span_months,college_count,colleges,title_variant_count,title_variants,first_programs,latest_programs
C281,RETIRED,College Geometry,4,2017-01,2018-08,17,19,1,Teachers College,0,,"Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9)","Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9)"
C282,RETIRED,Calculus I,4,2017-01,2025-02,95,97,2,School of Education | Teachers College,0,,"Bachelor of Arts, Mathematics (5-9) | Bachelor of Arts, Science (5-12, Chemistry) | Bachelor of Arts, Science (5-12, Physics)","Bachelor of Arts, Educational Studies in Middle Grades Mathematics Education | Bachelor of Science, Mathematics Education (Middle Grades)"
C283,RETIRED,Calculus II,4,2017-01,2025-01,94,96,2,School of Education | Teachers College,0,,"Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Science (5-12, Physics)","Bachelor of Arts, Educational Studies in Secondary Mathematics Education | Bachelor of Arts, Educational Studies in Secondary Physics Science Education | Bachelor of Science, Mathematics Education (Secondary) | Bachelor of Science, Science Education (Secondary Physics)"
C284,RETIRED,Mathematics Learning and Teaching,4,2017-01,2025-02,95,97,2,School of Education | Teachers College,0,,"Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9)","Bachelor of Arts, Educational Studies in Middle Grades Mathematics Education | Bachelor of Science, Mathematics Education (Middle Grades)"
C285,RETIRED,Mathematics History and Technology,4,2017-01,2025-02,95,97,2,School of Education | Teachers College,0,,"Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9)","Bachelor of Arts, Educational Studies in Middle Grades Mathematics Education | Bachelor of Science, Mathematics Education (Middle Grades)"
C286,RETIRED,Middle School Mathematics: Content Knowledge,7,2017-01,2017-05,3,4,1,Teachers College,0,,"Bachelor of Arts, Mathematics (5-9)","Bachelor of Arts, Mathematics (5-9)"
C287,RETIRED,Mathematics: Content Knowledge,7,2017-01,2017-05,3,4,1,Teachers College,0,,"Bachelor of Arts, Mathematics (5-12)","Bachelor of Arts, Mathematics (5-12)"
C288,RETIRED,General Chemistry I,4,2017-01,2018-04,13,15,1,Teachers College,0,,"Bachelor of Arts, Science (5-12, Bio) | Bachelor of Arts, Science (5-12, Chemistry) | Bachelor of Arts, Science (5-12, Geo) | Bachelor of Arts, Science (5-12, Physics)","Bachelor of Arts, Science (5-12, Bio) | Bachelor of Arts, Science (5-12, Chemistry) | Bachelor of Arts, Science (5-12, Geo) | Bachelor of Arts, Science (5-12, Physics)"
C289,RETIRED,General Chemistry II,4,2017-01,2018-04,13,15,1,Teachers College,0,,"Bachelor of Arts, Science (5-12, Bio) | Bachelor of Arts, Science (5-12, Chemistry) | Bachelor of Arts, Science (5-12, Geo) | Bachelor of Arts, Science (5-12, Physics)","Bachelor of Arts, Science (5-12, Chemistry)"
C292,RETIRED,Science Teaching and Learning,4,2017-01,2017-05,3,4,1,Teachers College,0,,"Bachelor of Arts, Science (5-12, Bio) | Bachelor of Arts, Science (5-12, Chemistry) | Bachelor of Arts, Science (5-12, Geo) | Bachelor of Arts, Science (5-12, Physics)","Bachelor of Arts, Science (5-12, Bio) | Bachelor of Arts, Science (5-12, Chemistry) | Bachelor of Arts, Science (5-12, Geo) | Bachelor of Arts, Science (5-12, Physics)"
C293,RETIRED,Middle School Science: Content Knowledge,9,2017-01,2017-05,3,4,1,Teachers College,0,,"Bachelor of Arts, Science (5-9)","Bachelor of Arts, Science (5-9)"
C294,RETIRED,Biology: Content Knowledge,7,2017-01,2017-05,3,4,1,Teachers College,0,,"Bachelor of Arts, Science (5-12, Bio)","Bachelor of Arts, Science (5-12, Bio)"
C295,RETIRED,Chemistry: Content Knowledge,7,2017-01,2017-05,3,4,1,Teachers College,0,,"Bachelor of Arts, Science (5-12, Chemistry)","Bachelor of Arts, Science (5-12, Chemistry)"
C296,RETIRED,Earth Science: Content Knowledge,7,2017-01,2017-05,3,4,1,Teachers College,0,,"Bachelor of Arts, Science (5-12, Geo)","Bachelor of Arts, Science (5-12, Geo)"
C297,RETIRED,Physics: Content Knowledge,7,2017-01,2017-05,3,4,1,Teachers College,0,,"Bachelor of Arts, Science (5-12, Physics)","Bachelor of Arts, Science (5-12, Physics)"
C299,RETIRED,Designing Customized Security,6,2017-01,2019-12,33,35,1,College of Information Technology,0,,"Bachelor of Science, IT - Security Emphasis","Bachelor of Science, Network Operations and Security"
C301,RETIRED,Translational Research for Practice and Populations,2,2017-01,2020-06,39,41,1,College of Health Professions,0,,"Master of Science, Nursing - Education [MSNUED] | Master of Science, Nursing - Education [MSRNNUEDGR] | Master of Science, Nursing - Leadership and Management [MSNULM] | Master of Science, Nursing - Leadership and Management [MSRNNULMGR]","Master of Science, Nursing - Leadership and Management (BSN to MSN) | Master of Science, Nursing - Leadership and Management (RN to MSN)"
C304,RETIRED,Professional Roles and Values,3,2017-01,2022-12,69,71,1,College of Health Professions,0,,"Bachelor of Science, Nursing [BSNU] | Bachelor of Science, Nursing [BSRN]","Bachelor of Science, Nursing [BSRN]"
C306,RETIRED,Finite Mathematics,4,2017-01,2023-11,80,82,2,School of Education | Teachers College,0,,"Bachelor of Arts, Mathematics (5-9)","Bachelor of Science, Mathematics Education (Middle Grades)"
C307,RETIRED,"Supervised Demonstration Teaching in Elementary Education,",3,2017-01,2023-11,80,82,2,School of Education | Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8)","Bachelor of Arts, Elementary Education"
C308,RETIRED,"Supervised Demonstration Teaching in Elementary Education,",3,2017-01,2023-11,80,82,2,School of Education | Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8)","Bachelor of Arts, Elementary Education"
C309,RETIRED,"Supervised Demonstration Teaching in Elementary Education,",3,2017-01,2023-11,80,82,2,School of Education | Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8)","Bachelor of Arts, Elementary Education"
C310,RETIRED,"Supervised Demonstration Teaching in Elementary Education,",3,2017-01,2023-11,80,82,2,School of Education | Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8)","Bachelor of Arts, Elementary Education"
C311,RETIRED,Supervised Demonstration Teaching in Elementary and Special,3,2017-01,2023-11,80,82,2,School of Education | Teachers College,0,,"Bachelor of Arts, Special Education","Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)"
C312,RETIRED,Supervised Demonstration Teaching in Elementary and Special,3,2017-01,2023-11,80,82,2,School of Education | Teachers College,0,,"Bachelor of Arts, Special Education","Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)"
C313,RETIRED,Supervised Demonstration Teaching in Elementary and Special,3,2017-01,2023-11,80,82,2,School of Education | Teachers College,0,,"Bachelor of Arts, Special Education","Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)"
C314,RETIRED,Supervised Demonstration Teaching in Elementary and Special,3,2017-01,2023-11,80,82,2,School of Education | Teachers College,0,,"Bachelor of Arts, Special Education","Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)"
C315,RETIRED,"Supervised Demonstration Teaching in Mathematics,",3,2017-01,2023-11,80,82,2,School of Education | Teachers College,1,"Supervised Demonstration Teaching in Mathematics, Obs 1","Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9)","Bachelor of Science, Mathematics Education (Middle Grades) | Bachelor of Science, Mathematics Education (Secondary)"
C316,RETIRED,"Supervised Demonstration Teaching in Mathematics,",3,2017-01,2023-11,80,82,2,School of Education | Teachers College,1,"Supervised Demonstration Teaching in Mathematics, Obs 3","Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9)","Bachelor of Science, Mathematics Education (Middle Grades) | Bachelor of Science, Mathematics Education (Secondary)"
C317,RETIRED,"Supervised Demonstration Teaching in Mathematics,",3,2017-01,2023-11,80,82,2,School of Education | Teachers College,0,,"Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9)","Bachelor of Science, Mathematics Education (Middle Grades) | Bachelor of Science, Mathematics Education (Secondary)"
C318,RETIRED,"Supervised Demonstration Teaching in Mathematics,",3,2017-01,2023-11,80,82,2,School of Education | Teachers College,0,,"Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9)","Bachelor of Science, Mathematics Education (Middle Grades) | Bachelor of Science, Mathematics Education (Secondary)"
C319,RETIRED,"Supervised Demonstration Teaching in Science, Observations",3,2017-01,2023-11,80,82,2,School of Education | Teachers College,0,,"Bachelor of Arts, Science (5-12, Bio) | Bachelor of Arts, Science (5-12, Chemistry) | Bachelor of Arts, Science (5-12, Geo) | Bachelor of Arts, Science (5-12, Physics)","Bachelor of Science, Science Education (Middle Grades) | Bachelor of Science, Science Education (Secondary Biological Science) | Bachelor of Science, Science Education (Secondary Chemistry) | Bachelor of Science, Science Education (Secondary Earth Science)"
C320,RETIRED,"Supervised Demonstration Teaching in Science, Observation 3",3,2017-01,2023-11,80,82,2,School of Education | Teachers College,0,,"Bachelor of Arts, Science (5-12, Bio) | Bachelor of Arts, Science (5-12, Chemistry) | Bachelor of Arts, Science (5-12, Geo) | Bachelor of Arts, Science (5-12, Physics)","Bachelor of Science, Science Education (Middle Grades) | Bachelor of Science, Science Education (Secondary Biological Science) | Bachelor of Science, Science Education (Secondary Chemistry) | Bachelor of Science, Science Education (Secondary Earth Science)"
C321,RETIRED,"Supervised Demonstration Teaching in Science, Observations",3,2017-01,2023-11,80,82,2,School of Education | Teachers College,0,,"Bachelor of Arts, Science (5-12, Bio) | Bachelor of Arts, Science (5-12, Chemistry) | Bachelor of Arts, Science (5-12, Geo) | Bachelor of Arts, Science (5-12, Physics)","Bachelor of Science, Science Education (Middle Grades) | Bachelor of Science, Science Education (Secondary Biological Science) | Bachelor of Science, Science Education (Secondary Chemistry) | Bachelor of Science, Science Education (Secondary Earth Science)"
C322,RETIRED,"Supervised Demonstration Teaching in Science, Observation 6",3,2017-01,2023-11,80,82,2,School of Education | Teachers College,0,,"Bachelor of Arts, Science (5-12, Bio) | Bachelor of Arts, Science (5-12, Chemistry) | Bachelor of Arts, Science (5-12, Geo) | Bachelor of Arts, Science (5-12, Physics)","Bachelor of Science, Science Education (Middle Grades) | Bachelor of Science, Science Education (Secondary Biological Science) | Bachelor of Science, Science Education (Secondary Chemistry) | Bachelor of Science, Science Education (Secondary Earth Science)"
C323,RETIRED,"Supervised Demonstration Teaching in Elementary Education,",3,2017-01,2020-06,39,41,1,Teachers College,0,,"Master of Arts in Teaching, Elementary Education (K-8) | Post-baccalaureate Teacher Preparation, Elementary Education (K-8)","Master of Arts in Teaching, Elementary Education"
C324,RETIRED,"Supervised Demonstration Teaching in Elementary Education,",3,2017-01,2020-06,39,41,1,Teachers College,0,,"Master of Arts in Teaching, Elementary Education (K-8) | Post-baccalaureate Teacher Preparation, Elementary Education (K-8)","Master of Arts in Teaching, Elementary Education"
C325,RETIRED,"Supervised Demonstration Teaching in Elementary Education,",3,2017-01,2020-06,39,41,1,Teachers College,0,,"Master of Arts in Teaching, Elementary Education (K-8) | Post-baccalaureate Teacher Preparation, Elementary Education (K-8)","Master of Arts in Teaching, Elementary Education"
C326,RETIRED,"Supervised Demonstration Teaching in Elementary Education,",3,2017-01,2020-06,39,41,1,Teachers College,0,,"Master of Arts in Teaching, Elementary Education (K-8) | Post-baccalaureate Teacher Preparation, Elementary Education (K-8)","Master of Arts in Teaching, Elementary Education"
C327,RETIRED,"Supervised Demonstration Teaching in Mathematics,",3,2017-01,2020-06,39,41,1,Teachers College,0,,"Master of Arts in Teaching, Mathematics (5-12) | Master of Arts in Teaching, Mathematics (5-9) | Post-baccalaureate Teacher Preparation, Mathematics (5-12) | Post-baccalaureate Teacher Preparation, Mathematics (5-9)","Master of Arts in Teaching, Mathematics Education (Middle Grades) | Master of Arts in Teaching, Mathematics Education (Secondary)"
C328,RETIRED,"Supervised Demonstration Teaching in Mathematics,",3,2017-01,2020-06,39,41,1,Teachers College,0,,"Master of Arts in Teaching, Mathematics (5-12) | Master of Arts in Teaching, Mathematics (5-9) | Post-baccalaureate Teacher Preparation, Mathematics (5-12) | Post-baccalaureate Teacher Preparation, Mathematics (5-9)","Master of Arts in Teaching, Mathematics Education (Middle Grades) | Master of Arts in Teaching, Mathematics Education (Secondary)"
C329,RETIRED,"Supervised Demonstration Teaching in Mathematics,",3,2017-01,2020-06,39,41,1,Teachers College,0,,"Master of Arts in Teaching, Mathematics (5-12) | Master of Arts in Teaching, Mathematics (5-9) | Post-baccalaureate Teacher Preparation, Mathematics (5-12) | Post-baccalaureate Teacher Preparation, Mathematics (5-9)","Master of Arts in Teaching, Mathematics Education (Middle Grades) | Master of Arts in Teaching, Mathematics Education (Secondary)"
C330,RETIRED,"Supervised Demonstration Teaching in Mathematics,",3,2017-01,2020-06,39,41,1,Teachers College,0,,"Master of Arts in Teaching, Mathematics (5-12) | Master of Arts in Teaching, Mathematics (5-9) | Post-baccalaureate Teacher Preparation, Mathematics (5-12) | Post-baccalaureate Teacher Preparation, Mathematics (5-9)","Master of Arts in Teaching, Mathematics Education (Middle Grades) | Master of Arts in Teaching, Mathematics Education (Secondary)"
C331,RETIRED,"Supervised Demonstration Teaching in Science, Observations",3,2017-01,2020-06,39,41,1,Teachers College,0,,"Master of Arts in Teaching, Science (5-12) | Master of Arts in Teaching, Science (5-9) | Post-baccalaureate Teacher Preparation, Science (5-12) | Post-baccalaureate Teacher Preparation, Science (5-9)","Master of Arts in Teaching, Science Education (Secondary)"
C332,RETIRED,"Supervised Demonstration Teaching in Science, Observation 3",3,2017-01,2020-06,39,41,1,Teachers College,0,,"Master of Arts in Teaching, Science (5-12) | Master of Arts in Teaching, Science (5-9) | Post-baccalaureate Teacher Preparation, Science (5-12) | Post-baccalaureate Teacher Preparation, Science (5-9)","Master of Arts in Teaching, Science Education (Secondary)"
C333,RETIRED,"Supervised Demonstration Teaching in Science, Observations",3,2017-01,2020-06,39,41,1,Teachers College,0,,"Master of Arts in Teaching, Science (5-12) | Master of Arts in Teaching, Science (5-9) | Post-baccalaureate Teacher Preparation, Science (5-12) | Post-baccalaureate Teacher Preparation, Science (5-9)","Master of Arts in Teaching, Science Education (Secondary)"
C334,RETIRED,"Supervised Demonstration Teaching in Science, Observation 6",3,2017-01,2020-06,39,41,1,Teachers College,0,,"Master of Arts in Teaching, Science (5-12) | Master of Arts in Teaching, Science (5-9) | Post-baccalaureate Teacher Preparation, Science (5-12) | Post-baccalaureate Teacher Preparation, Science (5-9)","Master of Arts in Teaching, Science Education (Secondary)"
C335,RETIRED,"Supervised Demonstration Teaching in Social Science,",3,2017-01,2017-05,3,4,1,Teachers College,0,,"Master of Arts in Teaching, Social Science (5-12) | Post-baccalaureate Teacher Preparation, Social Science (5-12)","Master of Arts in Teaching, Social Science (5-12) | Post-baccalaureate Teacher Preparation, Social Science (5-12)"
C336,RETIRED,"Supervised Demonstration Teaching in Social Science,",3,2017-01,2017-05,3,4,1,Teachers College,0,,"Master of Arts in Teaching, Social Science (5-12) | Post-baccalaureate Teacher Preparation, Social Science (5-12)","Master of Arts in Teaching, Social Science (5-12) | Post-baccalaureate Teacher Preparation, Social Science (5-12)"
C337,RETIRED,"Supervised Demonstration Teaching in Social Science,",3,2017-01,2017-05,3,4,1,Teachers College,0,,"Master of Arts in Teaching, Social Science (5-12) | Post-baccalaureate Teacher Preparation, Social Science (5-12)","Master of Arts in Teaching, Social Science (5-12) | Post-baccalaureate Teacher Preparation, Social Science (5-12)"
C338,RETIRED,"Supervised Demonstration Teaching in Social Science,",3,2017-01,2017-05,3,4,1,Teachers College,0,,"Master of Arts in Teaching, Social Science (5-12) | Post-baccalaureate Teacher Preparation, Social Science (5-12)","Master of Arts in Teaching, Social Science (5-12) | Post-baccalaureate Teacher Preparation, Social Science (5-12)"
C339,RETIRED,Cohort Seminar,1,2017-01,2025-02,95,97,2,School of Education | Teachers College,0,,"Master of Arts in Teaching, Elementary Education (K-8) | Master of Arts in Teaching, English Education (5-12) | Master of Arts in Teaching, Mathematics (5-12) | Master of Arts in Teaching, Mathematics (5-9)","Master of Arts in Teaching, Mathematics Education (Middle Grades)"
C340,RETIRED,Cohort Seminar in Special Education,3,2017-01,2024-09,90,92,2,School of Education | Teachers College,0,,"Bachelor of Arts, Special Education","Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate"
C341,RETIRED,Cohort Seminar,3,2017-01,2025-02,95,97,2,School of Education | Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9) | Bachelor of Arts, Science (5-12, Bio)","Bachelor of Science, Mathematics Education (Middle Grades) | Bachelor of Science, Science Education (Middle Grades)"
C342,RETIRED,Teacher Work Sample in Elementary Education,1,2017-01,2017-05,3,4,1,Teachers College,0,,"Master of Arts in Teaching, Elementary Education (K-8) | Post-baccalaureate Teacher Preparation, Elementary Education (K-8)","Master of Arts in Teaching, Elementary Education (K-8) | Post-baccalaureate Teacher Preparation, Elementary Education (K-8)"
C347,RETIRED,Professional Portfolio,1,2017-01,2025-02,95,97,2,School of Education | Teachers College,0,,"Master of Arts in Teaching, Elementary Education (K-8) | Master of Arts in Teaching, English Education (5-12) | Master of Arts in Teaching, Mathematics (5-12) | Master of Arts in Teaching, Mathematics (5-9)","Master of Arts in Teaching, Mathematics Education (Middle Grades)"
C348,RETIRED,Professional Portfolio,1,2017-01,2020-06,39,41,1,Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9) | Bachelor of Arts, Science (5-12, Bio)","Bachelor of Arts, Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate | Bachelor of Science, Mathematics Education (Middle Grades)"
C349,RETIRED,Health Assessment,3,2017-01,2021-12,57,59,1,College of Health Professions,0,,"Bachelor of Science, Nursing [BSNU] | Master of Science, Nursing - Education [MSRNNUEDGR] | Master of Science, Nursing - Leadership and Management [MSRNNULMGR] | Master of Science, Nursing - Nursing Informatics [MSRNNUNIGR]","Bachelor of Science, Nursing [BSNU] | Master of Science, Nursing - Education (RN to MSN) | Master of Science, Nursing - Leadership and Management (RN to MSN) | Master of Science, Nursing - Nursing Informatics"
C350,RETIRED,Comprehensive Health Assessment for Patients and,3,2017-01,2020-06,39,41,1,College of Health Professions,0,,"Master of Science, Nursing - Education [MSNUED] | Master of Science, Nursing - Education [MSRNNUEDGR] | Master of Science, Nursing - Leadership and Management [MSNULM] | Master of Science, Nursing - Leadership and Management [MSRNNULMGR]","Master of Science, Nursing - Leadership and Management (BSN to MSN) | Master of Science, Nursing - Leadership and Management (RN to MSN)"
C351,RETIRED,Professional Presence and Influence,2,2017-01,2020-06,39,41,1,College of Health Professions,0,,"Master of Science, Nursing - Education [MSNUED] | Master of Science, Nursing - Education [MSRNNUEDGR] | Master of Science, Nursing - Leadership and Management [MSNULM] | Master of Science, Nursing - Leadership and Management [MSRNNULMGR]","Master of Science, Nursing - Leadership and Management (BSN to MSN) | Master of Science, Nursing - Leadership and Management (RN to MSN)"
C352,RETIRED,Contemporary Pharmacotherapeutics,2,2017-01,2020-06,39,41,1,College of Health Professions,0,,"Master of Science, Nursing - Education [MSNUED] | Master of Science, Nursing - Education [MSRNNUEDGR] | Master of Science, Nursing - Leadership and Management [MSNULM] | Master of Science, Nursing - Leadership and Management [MSRNNULMGR]","Master of Science, Nursing - Leadership and Management (BSN to MSN) | Master of Science, Nursing - Leadership and Management (RN to MSN)"
C358,RETIRED,Foundations of Nursing Education,3,2017-01,2018-03,12,14,1,College of Health Professions,0,,"Master of Science, Nursing - Education [MSNUED] | Master of Science, Nursing - Education [MSRNNUEDGR]","Master of Science, Nursing - Education (BSN to MSN) | Master of Science, Nursing - Education (RN to MSN)"
C359,RETIRED,Future Directions in Contemporary Learning and Education,2,2017-01,2018-03,12,14,1,College of Health Professions,0,,"Master of Science, Nursing - Education [MSNUED] | Master of Science, Nursing - Education [MSRNNUEDGR]","Master of Science, Nursing - Education (BSN to MSN) | Master of Science, Nursing - Education (RN to MSN)"
C360,RETIRED,Teacher Work Sample in English Language Learning,1,2017-01,2026-06,111,113,2,School of Education | Teachers College,1,Teacher Work Sample in English Language,"Master of Arts, English Language Learning (PreK-12)","Master of Arts, English Language Learning"
C361,RETIRED,Evidence Based Practice and Applied Nursing Research,3,2017-01,2022-12,69,71,1,College of Health Professions,0,,"Bachelor of Science, Nursing [BSNU] | Bachelor of Science, Nursing [BSRN] | Master of Science, Nursing - Education [MSRNNUEDGR] | Master of Science, Nursing - Leadership and Management [MSRNNULMGR]","Bachelor of Science, Nursing [BSRN]"
C362,RETIRED,Calculus I,4,2017-01,2025-01,94,96,2,School of Education | Teachers College,0,,"Bachelor of Arts, Mathematics (5-12)","Bachelor of Arts, Educational Studies in Secondary Mathematics Education | Bachelor of Science, Mathematics Education (Secondary)"
C363,RETIRED,Calculus I,2,2017-01,2026-06,111,113,2,School of Education | Teachers College,0,,"Master of Arts, Mathematics Education (5-12)",Master of Arts in Mathematics Education (Secondary)
C365,RETIRED,Language Arts Instruction and Intervention,3,2017-01,2024-09,90,92,2,School of Education | Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Special Education","Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate"
C366,RETIRED,Elementary Reading and Literacy Methods,3,2017-01,2017-05,3,4,1,Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Special Education","Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Special Education"
C367,RETIRED,Elementary Physical Education and Health Methods,3,2017-01,2024-09,90,92,2,School of Education | Teachers College,1,Elementary Physical Education and Health,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Special Education","Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)"
C368,RETIRED,Instructional Planning and Presentation in Elementary,3,2017-01,2020-06,39,41,1,Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8)","Bachelor of Arts, Elementary Education"
C369,RETIRED,Instructional Planning and Presentation in Science,3,2017-01,2020-06,39,41,1,Teachers College,0,,"Bachelor of Arts, Science (5-12, Bio) | Bachelor of Arts, Science (5-12, Chemistry) | Bachelor of Arts, Science (5-12, Geo) | Bachelor of Arts, Science (5-12, Physics)","Bachelor of Science, Science Education (Middle Grades) | Bachelor of Science, Science Education (Secondary Biological Science) | Bachelor of Science, Science Education (Secondary Chemistry) | Bachelor of Science, Science Education (Secondary Earth Science)"
C371,RETIRED,Concepts in Science,2,2018-05,2025-02,82,81,2,School of Education | Teachers College,0,,"Bachelor of Science, Science Education (Middle Grades) | Bachelor of Science, Science Education (Secondary Biological Science) | Bachelor of Science, Science Education (Secondary Chemistry) | Bachelor of Science, Science Education (Secondary Earth Science)","Bachelor of Arts, Educational Studies in Middle Grades Science Education | Bachelor of Science, Science Education (Middle Grades)"
C373,RETIRED,General Chemistry I with Lab,4,2018-05,2025-01,81,80,2,School of Education | Teachers College,0,,"Bachelor of Science, Science Education (Secondary Chemistry)","Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education | Bachelor of Science, Science Education (Secondary Chemistry)"
C374,RETIRED,General Chemistry II with Lab,4,2018-05,2025-01,81,80,2,School of Education | Teachers College,0,,"Bachelor of Science, Science Education (Secondary Chemistry)","Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education | Bachelor of Science, Science Education (Secondary Chemistry)"
C375,RETIRED,Survey of World History,3,2017-01,2023-06,75,77,2,School of Education | Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Mathematics (5-9) | Bachelor of Arts, Science (5-9) | Bachelor of Arts, Special Education","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate"
C379,RETIRED,Elementary Reading and Literacy Methods,2,2017-01,2017-05,3,4,1,Teachers College,0,,"Master of Arts in Teaching, Elementary Education (K-8) | Post-baccalaureate Teacher Preparation, Elementary Education (K-8)","Master of Arts in Teaching, Elementary Education (K-8) | Post-baccalaureate Teacher Preparation, Elementary Education (K-8)"
C380,RETIRED,Language Arts Instruction and Intervention,2,2017-01,2024-09,90,92,2,School of Education | Teachers College,0,,"Master of Arts in Teaching, Elementary Education (K-8) | Post-baccalaureate Teacher Preparation, Elementary Education (K-8)","Master of Arts in Teaching, Special Education"
C381,RETIRED,Elementary Mathematics Methods,2,2017-01,2024-08,89,91,2,School of Education | Teachers College,0,,"Master of Arts in Teaching, Elementary Education (K-8) | Post-baccalaureate Teacher Preparation, Elementary Education (K-8)","Master of Arts in Teaching, Elementary Education"
C382,RETIRED,Elementary Science Methods,2,2017-01,2024-08,89,91,2,School of Education | Teachers College,0,,"Master of Arts in Teaching, Elementary Education (K-8) | Post-baccalaureate Teacher Preparation, Elementary Education (K-8)","Master of Arts in Teaching, Elementary Education"
C388,RETIRED,"Science, Technology, and Society",5,2017-01,2025-02,95,97,2,School of Education | Teachers College,0,,"Bachelor of Arts, Science (5-12, Bio) | Bachelor of Arts, Science (5-12, Chemistry) | Bachelor of Arts, Science (5-12, Geo) | Bachelor of Arts, Science (5-12, Physics)","Bachelor of Arts, Educational Studies in Middle Grades Science Education | Bachelor of Science, Science Education (Middle Grades)"
C389,RETIRED,"Science, Technology, and Society",2,2017-01,2026-06,111,113,2,School of Education | Teachers College,0,,"Master of Arts in Teaching, Science (5-12) | Master of Arts in Teaching, Science (5-9) | Master of Arts, Science Education (5-12, Bio) | Master of Arts, Science Education (5-12, Chemistry)",Master of Arts Science Education (Middle Grades) | Master of Arts Science Education (Secondary Biological Science) | Master of Arts Science Education (Secondary Chemistry) | Master of Arts Science Education (Secondary Earth Science)
C393,RETIRED,IT Foundations,4,2017-01,2023-07,76,78,1,College of Information Technology,0,,"Bachelor of Science, Data Management/Data Analytics | Bachelor of Science, IT - Networks Administration Emphasis | Bachelor of Science, IT - Security Emphasis | Bachelor of Science, Information Technology","Bachelor of Science, Data Management/Data Analytics"
C394,RETIRED,IT Applications,4,2017-01,2023-07,76,78,1,College of Information Technology,0,,"Bachelor of Science, Data Management/Data Analytics | Bachelor of Science, IT - Networks Administration Emphasis | Bachelor of Science, IT - Security Emphasis | Bachelor of Science, Information Technology","Bachelor of Science, Data Management/Data Analytics"
C395,RETIRED,Instructional Planning and Presentation in English,2,2017-01,2020-06,39,41,1,Teachers College,0,,"Master of Arts in Teaching, English Education (5-12)","Master of Arts in Teaching, English Education (Secondary)"
C396,RETIRED,English Pedagogy,3,2017-01,2025-01,94,96,2,School of Education | Teachers College,0,,"Master of Arts in Teaching, English Education (5-12)","Master of Arts in Teaching, English Education (Secondary)"
C397,RETIRED,Pre-Clinical Experiences in English,2,2017-01,2017-07,4,6,1,Teachers College,1,Preclinical Experiences in English,"Master of Arts in Teaching, English Education (5-12)","Master of Arts in Teaching, English Education (5-12)"
C398,RETIRED,"Supervised Demonstration Teaching in English, Observations 1",3,2017-01,2020-06,39,41,1,Teachers College,0,,"Master of Arts in Teaching, English Education (5-12)","Master of Arts in Teaching, English Education (Secondary)"
